EpochTime,skewed_latitude,skewed_longitude,smell_value,smell_description,feelings_symptoms,additional_comments,zipcode
1574097551,40.4422,-79.8902,3,Sulfur dioxide ,,,15221
1574097686,40.4744,-79.9297,3,Industrial,,,15206
1574098232,40.4323,-79.8887,5,,,,15218
1574098253,40.4339,-79.8593,5,Mill sulfur,Headache,Mill is spreading it smell.,15221
1574098941,40.4313,-79.8848,5,Industrial exhaust ,,Smell has gotten considerably worse since this morning.,15218
1574099589,40.4441,-79.9461,4,Bad air day in Pittsburgh again,,,15213
1574099841,40.4466,-79.9066,3,,,,15208
1574101685,40.4443,-79.9122,3,Same as always,,,15217
1574102770,40.4431,-79.9369,4,,,,15213
1574104292,40.4237,-79.9338,3,"Industrial, oil stink",,,15217
1574105353,40.4234,-79.93,1,,,,15217
1574111975,40.4621,-79.9239,3,,,12pm,15206
1574115047,40.449,-79.915,3,Disgustingly sweet,Lip and nasal passages tingling,,15206
1574116010,40.4493,-79.9151,3,Very strong sweet smell,Now have headache and sore throat,,15206
1574117369,40.4244,-79.9182,4,A little like diesel,,,15217
1574118170,40.4195,-79.9258,3,sulfur dioxide,,,15217
1574118575,40.4542,-79.9478,1,,,,15213
1574123859,40.4297,-79.8889,5,todays vile miasma smells like birthday candles,Shortness of breath,do you even look at these? this is ridiculous ,15218
1574127136,40.4017,-79.8422,5,"Horrible, all pervasive stench of rotten eggs.",Irritation,,15104
1574128726,40.4241,-79.8808,5,Like something is on fire,,,15218
1574132067,40.4153,-79.8716,3,Industrial,Eye irritation ,,15218
1574138045,40.4144,-79.8441,4,Wood burning,,,15221
1574162307,40.4367,-79.8848,5,Rotten eggs,"Sore throat, insomnia",,15218
1574163568,40.4653,-79.952,5,industry,difficulty breathing,,15224
1574164156,40.4476,-79.9051,5,Industrial,,,15208
1574165271,40.4331,-79.8976,3,,,,15218
1574166121,40.4443,-79.9244,1,,,,15217
1574167492,40.4245,-79.9237,3,,,,15217
1574167575,40.4229,-79.9216,4,"Smoke, burning, industry ",,,15217
1574167695,40.4234,-79.8887,4,,,,15218
1574168202,40.4308,-79.8674,3,Industrial/rotten eggs,,,15221
1574168466,40.4345,-79.917,3,Industrial ,,,15217
1574168937,40.4424,-79.8912,3,,,,15221
1574169094,40.4334,-79.887,5,Sulfur,,,15218
1574169111,40.4281,-79.8653,4,Clairton,,,15221
1574169526,40.4756,-79.9183,3,,,,15206
1574169632,40.4199,-79.9038,4,coke plant,,,15218
1574169898,40.439,-79.9158,4,Sulfur,,,15217
1574170159,40.4455,-79.8993,4,Industrial,,,15208
1574170255,40.4217,-79.926,4,Acrid sulfur steel mill smell.,,,15217
1574170327,40.4559,-79.9151,3,Rotten eggs,,,15206
1574170369,40.4243,-79.9166,5,Mon valley stink ,,,15217
1574170374,40.4397,-79.8872,3,farts,,,15221
1574170681,40.4562,-79.915,4,Industrial ,,,15206
1574170746,40.4236,-79.937,4,Sulfuric stink ,,,15217
1574170774,40.4657,-79.9207,4,,,,15206
1574170787,40.432,-79.8924,4,Sulphur mixed with tar,,,15218
1574170807,40.4379,-79.8939,3,"Industrial, machine shop smell",Nose and throat irritation,,15221
1574170847,40.4284,-79.8954,5,,,,15218
1574171027,40.4246,-79.9317,5,Smells like f*c*s ,,,15217
1574171034,40.4455,-79.9127,3,,,,15217
1574171251,40.4252,-79.8909,5,Sulfur,,Stop that trash,15218
1574171714,40.4266,-79.8862,4,Industrial,,,15218
1574172019,40.4876,-79.9404,4,"Petrolium, metallic ","Cough, throat burning, asthma ",Very bad air quality in lawrenceville from the Sunoco plant to the highland park bridge. The fog tastes like petrolium/ metal. I also witnessed a concrete truck spewing a cloud of dust and diesel exhaust. ,15201
1574172042,40.3923,-79.8496,5,Industrial,All,This is really bad,15104
1574172159,40.431400000000004,-79.9216,3,Sulfur,,,15217
1574172304,40.4261,-79.9125,4,Industrial,,,15217
1574172353,40.4378,-79.9391,2,,,,15217
1574172389,40.425,-79.8845,2,,,,15218
1574172440,40.4555,-79.9424,5,Rotten eggs,"Sore throat and eyes, thoughts of moving",,15232
1574172475,40.4408,-79.9258,4,Industrial,,,15217
1574175197,40.4247,-79.9337,5,Rotten stink. It is horrible. ,,,15217
1574175206,40.4335,-79.9101,4,Rotten eggs,Sore throat,,15217
1574175439,40.4293,-79.8865,4,Industrial exhaust,,,15218
1574178829,40.4272,-79.8532,5,Industrial and rotten eggs,,,15221
1574183557,40.4382,-79.9719,5,,,,15213
1574183897,40.4426,-79.9558,4,,,,15213
1574187718,40.4469,-79.9484,4,"f*c*s, rotten eggs",,,15213
1574188152,40.4321,-79.921,4,Smoky,Cough,,15217
1574190471,40.4577,-79.9198,4,The whole East End smells like manure or sewage.,,,15206
1574192383,40.4334,-79.9182,5,Industrial ,Asthma attack ,,15217
1574192768,40.4374,-79.9872,5,Industrial ,,,15219
1574197711,40.405,-79.9407,3,resembles exhaust,,,15207
1574199328,40.4489,-79.914,2,Industrial,Sore throat,,15206
1574200339,40.4417,-79.9433,2,Vehicle pollution,,,15213
1574202157,40.4294,-79.9296,3,"Sewage, rotton eggs",,,15217
1574203947,40.4266,-79.8574,3,,,,15221
1574207382,40.4447,-79.9131,4,Industrial. ,Cough,Cannot open windows because of foul smell. ,15217
1574211543,40.4253,-79.8822,5,i can smell it from within my house. ,nausea,,15218
1574215501,40.4537,-79.9284,5,,,,15232
1574216338,40.4635,-79.9386,4,,,,15224
1574217591,40.4433,-79.9237,4,Sulfur,Headache,,15217
1574244565,40.4254,-79.9344,3,Sulfuric stink,,,15217
1574250666,40.4426,-79.9233,4,Chemical air odor,Nasal congestion,,15217
1574255049,40.4028,-79.8682,4,Ammonia ,,,15104
1574255429,40.4255,-79.9151,4,,Sore throat,,15217
1574256985,40.438,-79.8752,5,Industrial ,"Sore throat, coughing, eyes dry ",Please help us by setting higher standards for air quality. This smog is affecting our health. ,15221
1574257127,40.4354,-79.9713,4,Rotten eggs,Burning in nose,Asphalt plant on Second Avenue,15219
1574257133,40.4243,-79.8888,3,,,,15218
1574257384,40.4712,-79.9607,5,Industrial,,,15201
1574257782,40.4795,-79.9581,5,,Eye irritation ,,15201
1574258680,40.4445,-79.9452,2,,,,15213
1574258795,40.4527,-79.9278,5,Sulphuric acrid industrial thick ,"Anger, nasal drip , throat irritation, anxiety, fear, stomach knots, weight gain? Since I now cant go outside today",You need to strengthen the coke ove. Regulations or sh*t them down. Act please!!!  ,15232
1574262885,40.4377,-79.9856,5,,,,15219
1574264972,40.4035,-79.8441,3,Hydrogen sulfide and wet blankets,Eye irritation,,15104
1574269935,40.4332,-79.8773,3,,,,15218
1574272971,40.4771,-79.9527,3,industrial,,,15201
1574273811,40.4802,-79.9527,4,industrial,,,15201
1574279569,40.4256,-79.936,4,Smoke stink,,,15217
1574285167,40.4766,-79.9238,2,,,,15206
1574286879,40.4353,-79.9126,4,Industrial ,Asthma symptoms ,Orange air quality day & I feel it. Yuck,15217
1574292965,40.4596,-79.9203,3,Plastic,,,15206
1574294926,40.4728,-79.9605,3,,,,15201
1574298390,40.4264,-79.8666,4,Industrial,,,15221
1574305634,40.4512,-79.9447,3,Plastic ,,,15213
1574315743,40.4003,-79.8568,5,Rotten eggs,Headache ,Smelling indoors ,15104
1574320623,40.4282,-79.9185,5,rotte eggs sulphur,headache sore throat,,15217
1574322979,40.4279,-79.879,5,"Sulfur, industrial ","Headache, interrupted sleep",,15218
1574324213,40.432,-79.9307,5,Industrial,"Woke me up, hard to breath ",I plan to move away from pittsburgh after I am done with school because I want to live somewhere with better air quality. ,15217
1574326363,40.4541,-79.9199,5,Sulfur,,,15206
1574328140,40.4343,-79.9286,5,,,,15217
1574328407,40.4265,-79.8789,5,Very sulphuric and like chemicals. ,Headache,This smell becomes inescapable and almost unbearable at times without warning. Its terrible to wake in the early hours and not be able to fall back asleep because of a n*sty pollutant. ,15218
1574328605,40.4265,-79.9352,4,"Sulfur, rotten eggs",,,15217
1574329107,40.4489,-79.9582,4,Industrial ,,,15213
1574329848,40.4201,-79.9284,4,Sulphur ,"Can't sleep, nausea",,15217
1574331388,40.4495,-79.9035,5,Rotten eggs ,,,15208
1574332071,40.4458,-79.9057,4,,,,15208
1574332656,40.4255,-79.892,5,Sulfur,,"Hope you will be resposible for inaction about that coke plant poisoning peoples air, health department",15218
1574334008,40.4571,-79.9351,5,Rotten eggs/metallic,,,15232
1574334618,40.4563,-79.92530000000001,4,Eggs,,,15232
1574334746,40.4485,-79.9276,4,,,,15217
1574334957,40.4184,-79.941,5,,,Industrial ,15207
1574335028,40.4349,-79.8755,5,the sulphur smoke ,"Sore throat, increased risk of cancer",,15218
1574335086,40.4357,-79.8867,5,Rotten eggs,Sore theoat,,15218
1574335280,40.4623,-79.9415,4,Industrial,,,15224
1574335627,40.4606,-79.9341,4,Like a sewer. Rotten egg smell,Headache. Burning throat,,15206
1574335840,40.4247,-79.943,3,,,,15207
1574336049,40.4521,-79.9506,4,Industrial,,,15213
1574336104,40.4379,-79.9809,4,,,,15219
1574336130,40.4245,-79.8814,5,Egg,Asthma,,15218
1574336278,40.4478,-79.9087,4,Industrial and sulfur,"Sneezing, hard to breathe ",How many days of terrible air do we have to deal with before something changes? ,15208
1574336346,40.4276,-79.9155,3,Sulfury,Nasal congestion,Do something!!  ,15217
1574336972,40.4483,-79.9172,5,Industrial ,Sore throat,,15206
1574337033,40.4492,-79.9048,5,Industrial ,,3rd day on a row of ultra bad air. ,15208
1574337125,40.4442,-79.9149,5,The usual. Odor is detectable from inside home today without even going outside.,,,15217
1574337463,40.4631,-79.9317,5,Rotten eggs,Woke up from sleep ,,15206
1574337605,40.4604,-79.9407,5,Industrial sulfuric smell,Sore throat cough headache ,My young son cant stop coughing ,15224
1574337710,40.4616,-79.9351,5,"Industrial, Smokey ",,"It is unacceptable to have to wake up to this smell, and worry about long term affects on my health. Enforce every law using every tool you have - I dont care about the handful of jobs at a mill. ",15206
1574337860,40.4715,-79.9202,5,Industrial and sulfur,Headache ,I feel like Im consigning my dogs to a premature death every morning when I let them out and it smells like this.,15206
1574337965,40.4467,-79.9629,4,,,,15213
1574338070,40.4543,-79.9431,4,"Rotten eggs, sewage, H2S",Throat Inflammation ,I am a student at Pitt. You need to fix this or Pittsburgh will become a desolate place where no one travels to or stays in. You already have 50% of students leaving the region. Fix this! Pittsburgh will lose more talent and knowledge if you dont. These smells are killing us and I cannot wait to go home for Thanksgiving.,15213
1574338406,40.4623,-79.9468,4,Sulfur,,,15224
1574338412,40.4248,-79.9275,4,Sulfur dioxide,Eye irritation,,15217
1574338498,40.4308,-80.0014,4,,,,15219
1574338504,40.4804,-79.9387,5,,,,15201
1574338572,40.4538,-79.9443,4,Cant really describe it.. its not so much a f*rt but its definitely a gassy smell,Slight Headache,Get on ya sh*t!,15213
1574338757,40.4539,-79.9325,5,Fitzgerald ,Political corruption ,,15232
1574338807,40.4266,-79.9256,3,Sulfur,,,15217
1574338814,40.4413,-79.9211,4,Sulfur,,,15217
1574338884,40.4411,-79.9258,5,Sulfur,,,15217
1574338951,40.4544,-79.9287,3,Same industrial sulphuric stink ,,Just one morning can I wake up without the feeling of dread this smell brings?? ,15232
1574338956,40.4627,-79.94,5,,,I literally coughed when I walked outside it was hard to breathe. ,15224
1574339286,40.4392,-79.9316,4,Industrial,,,15217
1574339510,40.4527,-79.9316,5,Industrial sulfur ,"Stomach ache, nausea ",Unable to sleep without a blanket over facethis is awful ,15232
1574339515,40.4477,-79.8984,5,,,,15208
1574339834,40.4389,-79.997,4,Industrial ,,,15219
1574339948,40.4499,-79.9083,5,Rotten eggs,,,15208
1574340027,40.4547,-79.9308,2,Polluted,,,15232
1574340252,40.436,-79.9183,5,Industrial ,Respiratory irritation,,15217
1574340328,40.4388,-79.9957,3,Car exhaust with additional metallic edge,Sinus irritation/ semi-blocked,,15219
1574340526,40.4471,-79.8985,5,,,,15208
1574340679,40.4657,-79.9516,5,"Industrial, excrement ",,,15224
1574340942,40.466,-79.9422,5,Sulphur,,,15224
1574340952,40.4321,-79.8957,3,Industrial ,,,15218
1574341060,40.4676,-79.945,5,,,day 3 of extreme haze/pollution ,15224
1574341330,40.4496,-79.9557,4,Factory smoke,,,15213
1574341930,40.4506,-79.9425,4,Industrial,,,15213
1574342061,40.4164,-79.8774,4,,,,15218
1574342067,40.4682,-79.92,5,,,,15206
1574342104,40.4551,-79.9216,4,Smells like a sewer. ,,,15206
1574342223,40.4492,-79.9395,4,Industrial,,Please help us. The air is poisoning us.,15232
1574342642,40.4523,-79.9299,3,,,,15232
1574342853,40.4409,-79.9329,4,Industrial,,,15217
1574342935,40.458,-79.9175,2,Sulfur,,,15206
1574342962,40.4579,-79.9161,2,Eggs,,,15206
1574343024,40.4441,-79.9294,4,,,,15217
1574343069,40.4507,-79.9329,5,Industrial,,,15232
1574343076,40.4493,-79.9335,5,Industrial,"Burning nose, queasy",,15232
1574343100,40.4408,-79.9213,4,,,,15217
1574343105,40.4451,-79.9335,5,Sulfur,"Respiratory distress, coughing",Shut down Clairton Coke NOW,15217
1574343142,40.4499,-79.9281,5,Industrial rotten eggs,"Sore throat, congestion",2nd report todaythe air is chokingly horrible now,15217
1574343285,40.4617,-79.9365,4,Industrial ,,,15232
1574343290,40.476,-79.9197,5,Sulfur,,,15206
1574343379,40.4228,-79.9391,4,"Industrial, freshly laid blacktop",,,15207
1574343438,40.4323,-79.8913,5,Sulphur and tar,Headache,,15218
1574343573,40.4409,-79.9292,5,Sulfur,"Headache, burning in throat",,15217
1574343612,40.4253,-79.8898,4,,,,15218
1574343799,40.4804,-79.9292,5,Chemicals,,,15206
1574343959,40.4459,-79.9123,5,The usual.,Stuffy ears and sinuses at night.,,15217
1574344015,40.4641,-79.938,4,"Industrial, coal, steel",,,15224
1574344058,40.4247,-79.9226,3,,,,15217
1574344267,40.4587,-79.9152,4,Industrial ,Hard to breath ,,15206
1574344518,40.4389,-80.0029,5,Rotten eggs,"Upset stomach, headache",Last night I was awoken multiple times by a horrible sulfur smell. I live in the east end of Pittsburgh. I ended up sleeping with my shirt over my nose and mouth- somehow that felt cleaner than the horrible air quality in this city. ,15222
1574344557,40.4787,-79.9581,3,,,,15201
1574344607,40.4229,-79.9248,3,Acrid,,,15217
1574344689,40.4467,-79.8975,4,Industrial,,,15208
1574344854,40.4334,-79.9095,4,Rotten eggs,Breathing trouble,,15217
1574344980,40.432,-79.8757,3,Industrial ,,,15218
1574345017,40.4352,-79.9707,5,Disgusting,Vomiting,,15219
1574345130,40.4628,-79.9269,5,Indistrial,Lung pain,,15206
1574345279,40.4399,-79.9185,3,,,,15217
1574345299,40.4636,-79.931,5,"Rotten eggs, industrial ",Headache ,,15206
1574345348,40.425,-79.9352,5,"Sulfur, rotten eggs",,Worse than it was at 4a.,15217
1574345423,40.4281,-79.9133,5,,,,15217
1574346098,40.4573,-79.9264,5,"Sulfur, rotten eggs",,Smells bad in Shadyside too,15232
1574346106,40.432,-79.8868,5,Industrial sulphur,Sick to stomach,Woken up from dead sleep at 5am.,15218
1574346265,40.4544,-79.927,4,,,,15206
1574346377,40.4701,-79.9617,5,Industrial,"Nausea, sinus pain, difficulty breathing",,15201
1574346485,40.4369,-79.98780000000001,5,,,,15219
1574346485,40.4401,-79.9579,3,,,,15213
1574346600,40.4773,-79.9246,4,Sulfur,,,15206
1574346893,40.465,-79.943,4,Industrial,Sore throat,,15224
1574347054,40.4408,-79.9139,3,wood smoke,Headsche,,15217
1574347479,40.4732,-79.9615,5,Industrial,,,15201
1574347603,40.4564,-79.9265,5,,,,15232
1574348439,40.4434,-79.9462,4,,,,15213
1574348453,40.4285,-79.9243,3,Sulfur,,,15217
1574348457,40.4362,-79.8954,3,Rotten eggs,Headache,,15218
1574348459,40.4348,-79.8827,3,Exhaust,,,15218
1574348461,40.4535,-79.9365,5,Smells in Shadyside too. Coke plant,,,15232
1574348729,40.4381,-79.8752,5,"Industrial, rotten eggs, sulfur ",Irritated eyes ,our air quality is constantly terrible. The health off the people should be more important than corporations turning a slightly bigger profit by not doing anything about the pollution create. Its miserable and unjust for the people living in this area. ,15221
1574349484,40.4532,-79.9117,4,,,,15208
1574349811,40.4656,-79.9249,4,Sulfur or wood snoke,,,15206
1574349954,40.4691,-79.917,4,Industrial / sulfer,,,15206
1574351312,40.4438,-79.9308,5,,,,15217
1574351468,40.4259,-79.9342,4,Sulfur stink,,,15217
1574353855,40.4368,-79.8967,3,Burned snakes,Nose irritation,,15221
1574355631,40.4257,-79.8808,5,"Industrial, Burning metal",,,15218
1574355649,40.4285,-79.9196,4,eggs,nausea,,15217
1574356351,40.425,-79.8856,4,"Coal smoke, Clairton",,,15218
1574357612,40.4187,-79.8722,4,"Industrial, burning petroleum",,,15221
1574357649,40.4417,-80.0038,5,"Grease fire, market square",Trouble breathing eyes throat nose irritated,,15222
1574363808,40.4218,-79.9398,3,Chemical,"Sore chest, dry eyes and mouth",,15217
1574366612,40.4402,-80.0051,5,Industrial ,"Dry eyes, nausea and headache ",Second report of the day ,15222
1574370193,40.4049,-79.8697,3,"Industrial, chemical, burning rubber",Eye irritation ,,15104
1574373054,40.4349,-79.8862,4,"Sulfur, industrial, burning","Headache, respiratory irritation ",Third batch of bad air today,15218
1574373061,40.4624,-79.9259,3,Industrial smoggy,,,15206
1574374248,40.484,-79.9522,5,Industrial ,,,15201
1574374554,40.4377,-79.926,3,"Sulphur, sour",,,15217
1574374987,40.4276,-79.8605,5,Sewage,Sewage,,15221
1574375998,40.398,-79.8676,4,sulfur,,,15104
1574377942,40.4152,-79.845,5,Horrid sulfur,3 days straight of headaches from the inversion,,15221
1574380179,40.4351,-79.86280000000001,4,Industrial,Nausea,,15221
1574382884,40.4417,-79.9289,1,,,,15217
1574383926,40.4367,-79.9099,4,Industrial ,Asthma symptoms ,,15217
1574384455,40.4579,-79.9258,5,,,,15232
1574385650,40.4167,-79.8807,5,Sulphur ,Headache ,Irvin works ,15218
1574386725,40.4591,-79.9243,4,Rich Fitzgerald after a steamy night w/US Steel execs,"Headache, nausea, burning eyes ",,15206
1574389763,40.4613,-79.9241,5,,,,15206
1574393303,40.4364,-79.8631,4,Sulphur,,"This report is actually for approximately 4:30pm to about 8pm (I didn't have my phone with me then), but I was walking the dogs and it was really awful up at my house on the hill and also down in the valley.",15221
1574424206,40.4787,-79.9585,2,Chemical/industrial perhaps from the foundry ,Besides the likely gradual contribution to cancer none,,15201
1574425159,40.4289,-79.9242,5,,,,15217
1574430955,40.431,-79.8934,3,Paint thinner,,,15218
1574442156,40.4794,-79.9571,3,Industrial ,,,15201
1574447036,40.4382,-79.9824,4,Solvent from Blind Vision Rehab Services that they are pouring down the drain. ,Sinus irritation ,"Solvents are being disposed of in the drains at Blind and Vision Rehab Services/SBA Industries, and the chemical solvent odor is coming into my house (which is a few doors down) through the basement. It permeates the first floor and at times the second floor. It happens on a periodic basis. The garage and first floor at BVRS have the odor x10 and workers there have complained. ",15219
1574451308,40.4343,-79.8983,1,,,,15218
1574490462,40.4338,-79.8744,5,,Nauseating ,,15218
1574491314,40.4271,-79.8804,5,,,,15218
1574493297,40.4235,-79.8785,5,,,,15218
1574494290,40.4379,-79.9195,3,Sulfur,,,15217
1574496411,40.4287,-79.8807,4,rotten egg,sore throat ,The smell woke me up. Im being poisoned in my sleep.,15218
1574497939,40.4329,-79.9277,5,"Industrial, acrid",Cant sleep,Please fix this,15217
1574500706,40.4263,-79.9377,4,"Sulfur, rotten eggs",,,15217
1574506916,40.4413,-79.9208,3,Sulfur ,,,15217
1574508462,40.4281,-79.8957,5,Sulfur (as if you didnt already know),"Dry eyes, nausea ",,15218
1574508594,40.4382,-79.9084,3,"Even with all the doors and windows closed, I can smell the sulfurous stench this morning inside my house!",,WTF ACHD!?!,15217
1574509708,40.4499,-79.9283,5,,,,15217
1574509788,40.4502,-79.9037,5,Industrial,,,15208
1574511290,40.4309,-79.8941,5,sulphuric air from Clairton,"woken by smell, headache, sinus pressure, nauseating ",,15218
1574513773,40.4345,-79.8947,5,Sulphur,,,15218
1574513896,40.4544,-79.9354,4,Weak political will,Depression ,,15232
1574514039,40.4385,-79.9004,4,Sulfur ,,,15221
1574514294,40.4217,-79.947,3,Rotten eggs smell,,,15207
1574514516,40.4407,-79.8889,4,Dry f*rt,,,15221
1574514800,40.4469,-79.899,3,,,,15208
1574514884,40.4412,-79.9134,4,Wood smoke,"eyes watering, sore throat ",Eyes watering. Very noticeable. When is something going to be done!,15217
1574515480,40.4264,-79.9363,4,Sulfur stink ,,,15217
1574515692,40.4451,-79.9122,4,Rotten eggs noticeable inside the house,,,15217
1574516232,40.4365,-79.8954,4,"Rotten eggs, dirty","Nausea, disgusted!",,15218
1574516254,40.4266,-79.9378,5,"Sulfur, rotten eggs","Dry throat, Coughing",Can smell it indoors now.,15217
1574517017,40.4309,-79.8849,4,Industrial sulphuric ,,Woken up at 3am due to smell.,15218
1574517315,40.4085,-79.9404,5,Sulphur,Asthma,I can smell it inside my house,15207
1574523556,40.4282,-79.9165,4,Smells like a sewer!!,,,15217
1574527525,40.4544,-79.9171,5,"Metallic, industrial",,,15206
1574529104,40.436,-79.9119,4,Industrial ,"Throat irritation, congestion ",Just finished a walk in frick environmental center trails. Smells disgusting ,15217
1574529653,40.4271,-79.8575,1,,,,15221
1574530729,40.4362,-79.8878,3,Rotten wggs,Sore throat,,15218
1574531346,40.4382,-79.893,4,Eggs,,,15221
1574554992,40.425,-79.8642,3,Industrial,,,15221
1574635333,40.445,-79.9131,3,Rotten eggs ,,,15217
1574664191,40.4464,-79.913,3,The usual,,,15217
1574664246,40.4178,-79.9029,5,"Sulfur, industrial",,,15218
1574665140,40.4686,-79.9165,3,Fireworks smell,,,15206
1574695067,40.4259,-79.934,2,,,,15217
1574696102,40.4581,-79.9462,1,,,,15224
1574701188,40.4057,-79.8596,5,Smells like something burning,"Can't sleep lungs irritated, breathing problems ",,15104
1574710015,40.4683,-79.9566,3,Asbestos ,,,15201
1574729316,40.4258,-79.886,2,,,,15218
1574732040,40.4257,-79.8845,5,"Industrial, sewage",,,15218
1574732286,40.4229,-79.8639,4,Rotten eggs,,,15221
1574733793,40.4298,-79.8968,5,Industrial ,,,15218
1574734809,40.4321,-79.9267,3,"Sulfuric, industrial",Nose irritation,,15217
1574735327,40.4207,-79.9263,4,,,,15217
1574736195,40.4279,-79.8951,4,Sulfur ,"Eye irritation, can smell inside my home as well",,15218
1574736849,40.4173,-79.9027,5,,,,15218
1574737195,40.4206,-79.9029,4,coke plant,,,15218
1574738328,40.4327,-79.8721,4,Industrial,,,15218
1574738828,40.4057,-79.8708,4,Sulphur ,,Any updates on our public health? End to toxic air in sight?,15104
1574739222,40.4302,-79.8852,4,Industrial exhaust ,,,15218
1574739380,40.434,-79.8904,4,,,,15221
1574739716,40.4351,-79.8972,4,Sulfur ,,,15218
1574740911,40.4581,-79.9341,4,Rotten eggs,Eyes water,,15206
1574742602,40.4487,-79.9308,4,Cokeworks,,,15232
1574743045,40.458,-79.933,2,,,,15206
1574743758,40.421,-79.926,4,Ripe sulfur smell. Coming inside.,,,15217
1574743800,40.4786,-79.9558,4,industrial,,,15201
1574744321,40.4526,-79.9353,5,Night inversion,Sore throats ,,15232
1574745148,40.407,-79.8708,4,Rotten egg,,,15104
1574746565,40.4468,-79.8925,3,"Sulfur smell, noticeable even indoors. ",,,15221
1574747525,40.4538,-79.9273,5,Sulphur,"Nasal drip, throat irritation naseaus angry worried awake ",You ruined another night of sleep,15232
1574748831,40.4268,-79.9254,4,Sulfur,,,15217
1574750425,40.4442,-79.8925,3,Sulfur ,,,15221
1574751866,40.4253,-79.9256,5,"rotten-eggs (sulfur smell), acrid",had a headache earlier and smells terrible ,"it has been smelling terrible since I got home around 7:30-8pm. I thought it had dissipated as it usually does but my house started smelling terrible around midnight, I think through drafts or somehow through my filtered AC. I hate it and it gives me a headache.",15217
1574754740,40.425,-79.9373,5,"Sulfur, rotten eggs",,,15217
1574758656,40.4237,-79.9466,4,Sulfur rotten egg,,,15207
1574760337,40.44,-79.8945,5,Rotten eggs,,,15221
1574762006,40.4584,-79.9345,4,,,,15206
1574762307,40.4648,-79.9511,4,,,,15224
1574762553,40.4237,-79.9346,4,Sulfuric stink,,,15217
1574762724,40.4324,-79.9286,5,Industrial,,"I thought my dog pooped in the house, nope, its just poopsburgh air. ",15217
1574763088,40.4437,-79.916,5,,,,15217
1574763895,40.478,-79.9211,5,,,I would ride my bike today to limit carbon pollution - but it would be bad for my lungs.  Please fix this problem.,15206
1574764389,40.4339,-79.9136,4,Stench,Dry throat ,,15217
1574764499,40.4149,-79.8792,4,Sour ,Sore throat ,,15218
1574764538,40.4397,-79.9222,5,Sulphur,Irritated nose and throat,Smell so strong woke me up. Strong smell even inside house with doors and windows close.,15217
1574764920,40.4208,-79.89,5,Industrial,Cant go outside,,15218
1574765180,40.4223,-79.8641,4,Induatrial,,,15221
1574765711,40.4602,-79.9256,5,,Shortness of breath. Gagging. Coughing. ,,15206
1574766252,40.4261,-79.9371,5,Sulfur stink,,,15217
1574766288,40.4815,-79.9366,5,"Rotten eggs, and through closed windows!",,The smell is thick in our house this morning. We live in Stanton Heights. The windows are all closed. It feels like it must be really bad for it to smell this dense in our home.,15201
1574766415,40.4626,-79.9428,5,Industrial ,,,15224
1574766644,40.4445,-79.9127,5,Sulfurous. Detectable from inside our home with all windows closed.,,,15217
1574766895,40.467,-79.9291,3,Rotten eggs,,,15206
1574767087,40.4209,-79.9213,5,"Burning, industrial sulfur",Itchy throat ,,15217
1574767227,40.4339,-79.8968,5,Sulfur smell ,,,15218
1574767571,40.4315,-79.9319,5,Industrial rotten egg poison,Irritated eyes and throat. Can smell it from inside with windows closed,,15217
1574767690,40.4624,-79.9424,5,,,,15224
1574767813,40.4327,-79.92,5,Industrial,,It is difficult to breathe with that smell. ,15217
1574767830,40.4489,-79.9017,5,,,,15208
1574767860,40.4365,-79.8859,3,Rotten eggs,,,15218
1574767962,40.4569,-79.9274,5,,,,15232
1574768096,40.4649,-79.9394,5,Pollution ,,,15224
1574768196,40.4319,-79.9289,5,Acrid odor,Hard to sleep.,,15217
1574768291,40.4223,-79.939,4,Industrial,Watery eyes,,15207
1574768294,40.4643,-79.9378,5,Sulfuric coke plant ,Depression ,,15224
1574768405,40.4622,-79.9388,5,,,,15224
1574768422,40.4441,-79.9159,4,Industrial ,Cough,Cant open windows due to smell ,15217
1574768469,40.4471,-79.90090000000001,3,,,,15208
1574768614,40.453,-79.92530000000001,5,Sulphur,"Throat irritation, drip","Robbed of another morning with fresh air 
Thanks achd",15232
1574768744,40.4291,-79.8964,5,Sulfur ,"Eye irritation, sleep disruption ",,15218
1574768806,40.4536,-79.9254,4,"Gaseous, industrial. ",,I worry for the health of my kids. ,15206
1574768860,40.4264,-79.8837,3,Sulfur and burning coal. Pulled into basement.,,,15218
1574768980,40.4305,-79.9173,4,Sulfur,,"Been here a month and a half now, this us the worst it's been ... Squirrel hill ",15217
1574769002,40.4296,-79.8793,5,rotten egg,,,15218
1574769007,40.4227,-79.8754,5,Eggs,,,15218
1574769099,40.4702,-79.9179,4,"Acrid, harsh, awful",,I hate the air in Pittsburgh.  Its frightening. ,15206
1574769141,40.4669,-79.9266,4,Rotten eggs,,,15206
1574769143,40.4492,-79.9351,4,Sulfur,,,15232
1574769185,40.423,-79.927,5,"Burning rubber, industrial ",,,15217
1574769187,40.4196,-79.935,4,Sulfur gas stink,Cant sleep,,15217
1574769314,40.4556,-79.9332,3,"Industrial, light sulfur",N/a,,15232
1574769414,40.427,-79.8524,4,Rotten egg ,,,15221
1574769414,40.4211,-79.8918,4,Sulfuric,None,None,15218
1574769446,40.4709,-79.9303,4,,,,15206
1574769598,40.4366,-79.9167,5,Rotten eggs/sulfur,,,15217
